id,title,description,handle,publishedAt,thumbnailUrl,country,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UCNkqM-DUhdQDFYJ90c8_QCg,The Sweetest Vegan,Vegan Culinary & Pastry Artist. Southern Belle. Master of Public Health. YouTube Next Chef.,tashaedwards,2010-08-03T01:05:57Z,https://yt3.ggpht.com/ytc/AIdro_mNyVphAAirLDnJ6wg5vQpkss5acqL-NGNDPrw2IFtrUQ=s240-c-k-c0x00ffffff-no-rj,US,8430424,93800,FALSE,506
UCo1uLla-0wximfRNIzJpJRg,World of Vegan,"World of Vegan is your hub for the latest vegan recipes, news, trends, lifestyle content and more! Hosted by long-time vegan activist and filmmaker Michelle Cehn (michellecehn.com), our videos are both inspirations and fun, and often include special guests from the vegan community. Welcome to our community!",worldofvegan,2009-01-19T20:51:49Z,https://yt3.ggpht.com/xTh-NQIPHwH94X3WlhlY3VLY1SgFjVGDbnZ17uV1RGh0B3tk8Js4kFFKmvYzjq4zUdSIHDldvw=s240-c-k-c0x00ffffff-no-rj,US,16836745,117000,FALSE,754
UCzMa8STnkiclT7A4E3h_WEQ,Melissa at Vegan Disney World,"Hi I'm Melissa and I run Vegan Disney World. I started it as a website in 2014 to showcase what the vegan options were in Walt Disney World. Follow along to find out about vegan options in the parks, at sea, and at Universal Orlando.  Official YouTube channel for https://vegandisneyworld.com",vegandisneyworld,2018-02-01T17:17:13Z,https://yt3.ggpht.com/mK1CPgCwk6Pn75BGdthp7tvNpb5kgZInH1FEJ4cw3K3gmMhk-NZ60oyeXqlxQO-Uv0mdzQo9tA=s240-c-k-c0x00ffffff-no-rj,US,307687,4690,FALSE,230
UCRllpsGcCAd974xKkPL7KyQ,Top Vegan,"The official YouTube channel for Top Vegan. Created by Chad Goodwin, directed by Logan Solana.  ",topvegan,2022-09-17T19:21:19.764988Z,https://yt3.ggpht.com/lMLV3O2fVnZAId6MvJuV7CifeauyYeekpKiFGF36YxNtE3EEYps312Ri9cq-0r_RoxTO17Y15w=s240-c-k-c0x00ffffff-no-rj,US,501807,19500,FALSE,15
UCnsw9BIU0h5BMvo45p_zWGw,Tasty Vegan Bites,"We are a vegan family, and have always been passionate making tasty food creations.  We like to keep things simple, so broadly accessible ingredients are what we prefer to use, accompanied by easy to follow instructions.  This channel has been created so that we can share our tried and tested recipes that friends, family and ourselves enjoy.  Easy vegan cooking, created with love.   Please share your innovative variations, of our loving creations - Spread the creativity and inspire others💚 🥘 🌱 ☀️ ✨  If you like what we do, then you help us create more content by buying us a coffee using the link below ⬇️ 🙏☺️🍀",tastyveganbites,2017-08-29T20:28:19Z,https://yt3.ggpht.com/ytc/AIdro_kdicZN_ZUSyoqaOu_BDPeaXiM5Ed3qnY2xP00qNJYR11E=s240-c-k-c0x00ffffff-no-rj,GB,862276,16600,FALSE,44
UCkd5cXoo1XvvUodh71ZPRIA,Vegan Vaani,வணக்கம். Welcome to my channel 😊 Take a sneak peek into the life of a Vegan through my channel. Hope you have a great time here!   ,veganvaani,2021-01-07T08:35:14.937925Z,https://yt3.ggpht.com/b6hD7SJ9Op5Dd8IBx7Xh_aptzeO8h2Qig4sdj5pJxGoVhaLEzcEQSu5hpm4uKmxGgDuxuA88=s240-c-k-c0x00ffffff-no-rj,IN,0,9680,FALSE,0
UCELcl0KvXct6OkTXgqQTOoQ,Vegan Scratch Kitchen,,veganscratchkitchen3412,2019-10-21T20:36:47.36213Z,https://yt3.ggpht.com/ytc/AIdro_lyhbFkwb_jbQqL9qurcwoFLDkghsogUlSQ_9TcoFbJlQ=s240-c-k-c0x00ffffff-no-rj,US,24843,1810,FALSE,26
UCZBUkbD16s09b8f2Q_AvkOw,Million Vegan Grandmothers,"As the Million Vegan Grandmothers and wisdom carriers, we gather to express our fierce love for our children and grandchildren and invite everyone to take our Homo Ahimsa pledge: “I pledge to honor and protect all the animals, peoples and Mother Earth herself by joyfully embodying and promoting an infinitely sustainable, cruelty-free Vegan lifestyle that heals the climate and restores right relationships in the true spirit of Homo Ahimsa for all generations to come.“ We, The Million Vegan Grandmothers and wisdom carriers, join together using the power of love–love for the children and grandchildren of all beings and for Mother Earth. Welcome are all people regardless of gender, age, and official grandmother status, who align with the values of veganism and this declaration. We affirm the right of all beings to live in a natural, toxic-free environment which allows all to thrive and to lead sacred, liberated, sovereign, and joyful lives.  ",millionvegangrandmothers,2012-11-20T01:55:10Z,https://yt3.ggpht.com/CErSUNf7e6kIAM5tKaGoviokRQ4J3hkk-XFeBiytMFie8wDI1rmm2ge76g4Z3nCvfInxtoWoLio=s240-c-k-c0x00ffffff-no-rj,US,27966,2150,FALSE,209
UCtl6kCyXZSF8h0Fefiv4qzQ,VEGAN EXPLORES,"Hi! I'm Charlotte 👋 I love to travel and EAT! I've been vegan for over 7 years and vegetarian for nearly 2 decades so it's a huge part of my life, especially whilst travelling. I love to find vegan cafes, smoothie bars, plant-based versions of traditional dishes and meeting like-minded people on the road. I created this channel to share my love of vegan food and to prove that is possible to travel as a vegan ✌️  I travel alongside my husband, who is also a vegan foodie, and our adventures are shared on our travel channel @cjexplores 🗺️  Thank you for subscribing! Charlotte 💚💚💚 ",veganexplores,2022-01-19T02:04:15.029665Z,https://yt3.ggpht.com/OXPZIZfoL4_DT-A02bTzwp-qH0nx6_42gWI5syBeOceG60rqEEIJ_u_Edk_wD1GiDM7EWbxg_Q=s240-c-k-c0x00ffffff-no-rj,,83655,1030,FALSE,56
UCE0yGL4Bgs2QNomOrslyLtw,The Vegan Activist,Creating educational short films and resources about veganism www.peaceforall.co.uk Subscribe and follow:  YouTube: https://www.youtube.com/channel/UCE0yGL4Bgs2QNomOrslyLtw Instagram: https://instagram.com/theveganactivist/ Facebook: https://www.facebook.com/TheVeganActivist Twitter: https://twitter.com/VeganActivist1 Email: theveganactivist@hotmail.com  ,theveganactivist,2015-03-21T11:59:08Z,https://yt3.ggpht.com/ytc/AIdro_nEkxnr1RNr-wWMLbhoVIECWmNcsUegG4mt47FaCs7pFw=s240-c-k-c0x00ffffff-no-rj,GB,6454476,69200,FALSE,131
UCgp_P78LQMXsWV30A4vwlYQ,Vegan Voyagers,"We are Hayden and Aaron Hall, also known as the Vegan Voyagers, and we sold everything we owned to search for the best vegan food in every country around the world! We release a new video every Sunday which include vegan food tours and travel vlogs. Hit subscribe so you don't miss any of our crazy adventures.  —————————————————— Join us on PATREON for exclusive perks! https://www.patreon.com/VeganVoyagers —————————————————— OUR GEAR: https://veganvoyagers.com/gear/ —————————————————— Sign up for our Weekly Newsletter: http://eepurl.com/cQ7FCz  —————————————————— INSTAGRAM:  https://www.instagram.com/veganvoyagers/ FACEBOOK:  https://facebook.com/veganvoyagers  TWITTER:  https://twitter.com/veganvoyagers",veganvoyagers,2016-10-05T15:02:54Z,https://yt3.ggpht.com/ytc/AIdro_k6aDBa4WbZWgu2qhYPTL0oBtKxtvAry6jvfTI3wKS8wQM=s240-c-k-c0x00ffffff-no-rj,US,774103,5210,FALSE,254
UCfKWuenu9b9i_9F7kf6C3_Q,Bold Flavor Vegan,,boldflavorvegan,2021-01-03T16:33:48.396631Z,https://yt3.ggpht.com/ytc/AIdro_nPYB8_1f7qkIr2xULzLUleqcpLoxWfD7xK08Ti3GhEUg=s240-c-k-c0x00ffffff-no-rj,US,1469009,27800,FALSE,88
UCVsDLa4L1_QFZc-AddSoLTQ,Exceedingly vegan,"Vegan recipe videos without all the blabla.  Hello, I am Philipp and I am bringing you super easy and delicous recipe videos that anyone can make and enjoy! Whether you only want to try vegan food once a while or whether you are vegan everyone is welcome! And best of all most of my recipes use super simple ingredients you can find in most supermarkets. So what are you waiting for! Exceed your vegspectations!   Check out my blog for more tips and tricks: http://www.exceedinglyvegan.com  Follow me: Facebook: http://www.fb.com/exceedinglyvegan Twitter: https://twitter.com/exceedingly_v Instagram: https://www.instagram.com/exceedinglyvegan/ Pinterest: https://uk.pinterest.com/exceedingly_v/",exceedinglyvegan,2016-07-21T17:24:46Z,https://yt3.ggpht.com/ytc/AIdro_n40q4W7oXd8eHq2zPn-SRxvRz9Gs90pqcJ77sXyXQnPA=s240-c-k-c0x00ffffff-no-rj,GB,582259,8890,FALSE,201
UCpmayqqgrz0vpvuKcSjAvHg,UK Vegan Bikers,"2 WHEELED, PLANT POWERED! 🌱   🏍️💨: 2021 Triumph Tiger 900 GTPRO 🏍️💨: 2019 Triumph Speed Twin 🏍️💨: 2022 Ducati Monster 937+  10% OFF VEGAN MOTORCYCLE GEAR:  www.andromedamoto.com/ukvb or enter code UKVB at checkout.  DISCLAIMER:   I am not a professional rider, mechanic, or content creator and I make no claim to be!   All views expressed on this channel are my own and not those of the community as a whole.   ",ukveganbikers,2020-02-19T23:55:56.376437Z,https://yt3.ggpht.com/vmsCTjONXvIAT3Ovf1SBMNfWC4-xBKdRzY2C5knbhWouoTT1rSVHzGSCLZc8pF3muqJHSqFgDCI=s240-c-k-c0x00ffffff-no-rj,GB,605385,1410,FALSE,407
UCNuOiqsFU1BnJij46VMjeNg,Vegan Cooking with Love,"Teaching you how to cook easy vegan food that everyone will love. Thinking about trying a few vegan recipes to incorporate into your week? You've come to the right place. On my channel, you'll find familiar food that will leave you satisfied.",vegancookingwithlove,2010-03-12T10:31:36Z,https://yt3.ggpht.com/ytc/AIdro_mJsrmEPftSNWlUPZUKaxnG8NByIRLu9t8NgGUawVhJwBk=s240-c-k-c0x00ffffff-no-rj,,2509826,45600,FALSE,122
UCWz04t1C9PbleskmN-SpLGw,Fly Vegan,"Easy Vegan Recipes!  ""Flavor Overload""  The BEST Vegan Cookbook Available NOW!  find vegan recipes, vegan recipes, vegan chili recipe, vegan lasagna recipe, vegan ideas, vegan dinner recipes, vegan soup recipes, vegan supper recipes, vegan pasta ideas, easy vegan recipes, vegan recipes, vegan recipes for beginners, vegan pasta recipes, vegan friendly recipes, tasty vegan rice recipes, easy pasta recipes vegan, easy vegan recipes, easy vegan meals, vegetarian recipes, vegan soulfood, vegan soul food recipes, soul food vegan meals, soul food vegetarian dishes, ",flyvegan,2015-05-09T00:45:50Z,https://yt3.ggpht.com/czIaRlQTZZ202n36z0TYyNWjaR6VJHSxDLYgbeX-OP568LUkiuhm4NxQuJo_mzQFKitMj4S3KcI=s240-c-k-c0x00ffffff-no-rj,US,2295517,47100,FALSE,257
UC6FtBjNlqu2wNAH87Qj1UVA,Vegan Physique,"Vegan food and fitness, compassionate living and the pursuit of happiness. Reaching goals sustainably. Follow me on my journey!  Official Site: https://www.veganphysique.co.uk/",veganphysique,2015-10-20T11:17:33Z,https://yt3.ggpht.com/ytc/AIdro_k3SRZusVGzdlbLC4q5gmNb7ME7lP0tMzz1HMtro9twGDE=s240-c-k-c0x00ffffff-no-rj,GB,5590934,94900,FALSE,63
UC_Xd5ofXMR-L-WH_RGiA9Pg,"Jetske, budget vegan","Gezond, vegan en budget leven met een humoristisch kantje.  Hoi ik ben Jetske en ik eet sinds 2017 vegan. Een van de meest gehoorde misvattingen is dat vegan eten duur is.  Aan de hand van budget challenges wil ik jou laten zien dat vegan eten niet duur hoeft te zijn. Zolang je maar weer back to basic gaat. Ik hoop dat ik jou mag inspireren met mijn eet dagboekjes en budget video's   Benieuwd naar mijn leven in twee landen kijk dan naar dit Engelse kanaal: https://youtube.com/@mylifein2countries",jetske-budget-vegan,2016-08-14T21:05:10Z,https://yt3.ggpht.com/60kAO7j0dIA__jY_2wtI4VGN11xh0be8qgo8tdwaqFnD382QfnUmYFjCrEzAdy5F_hZ4j93y=s240-c-k-c0x00ffffff-no-rj,NL,1606444,5190,FALSE,564
UCF0yxeCMkXjUhXgmOnsvs8w,We Cook Vegan,"Welcome to our We Cook Vegan Food Channel!  Here you will find healthy, tasty, quick, step-by-step plant-based vegan recipes with easy-to follow video instructions which are fun to watch too!  This Channel is not just for vegans. Everyone can enjoy our delicious and healthy food ideas and cook with us!  Please SUBSCRIBE to get inspired by new recipes and food!   ",wecookvegan,2020-09-03T22:09:12.226131Z,https://yt3.ggpht.com/ytc/AIdro_nZfieoKEaV-KvVcs3eWeseCtSgyjcHlpeD0DjrIcYYGA=s240-c-k-c0x00ffffff-no-rj,GB,115511890,483000,FALSE,209
UCjjSeESvubkZGQBcmR8F3jA,Vegan Smythe,"Vegan Smythe is a Melbourne, Australia based singer, songwriter and comedian writing songs and comedy to energize the vegan message.",vegansmythe,2012-04-14T12:15:18Z,https://yt3.ggpht.com/ytc/AIdro_nezogN-fBIAAJI98fsWUdCy6RNomuGjYyFeX276AbsSSI=s240-c-k-c0x00ffffff-no-rj,AU,476888,2910,FALSE,61
UC00qjj98Fka6lqTVHYHSxBg,Vegan Fit,"The VeganFit channel is all about sharing workouts from a certified personal trainer, recipes and spreading veganism.  Delicious Vegan Food Recipes Full Body Workouts Vlogs and a lot more!  I'll show you perfect form exercise demonstrations, full body workout routines, vegan recipes and a lot more. If you need custom meal plans and complete workouts check out my site VeganFitOnline.com.",veganfitonline,2016-09-21T14:57:14Z,https://yt3.ggpht.com/ytc/AIdro_k-YTrHgLpQ8qoPvXhGZ2NKFh6GL3cHZ0meJ-en9O77XK0=s240-c-k-c0x00ffffff-no-rj,,932476,8970,FALSE,172
UCrsdLhI02HbE3fNOIAqjPuw,HappyCow Vegan Guide,"HappyCow's Healthy Eating Guide - Official Channel  Vegan celebrity interviews, vegan travel advice, recipes, healthy living tips, & more.  A global, searchable, vegetarian dining guide and health food store directory featuring vegetarian and vegan restaurants, natural food stores, vegan bakeries, organic produce farms and delivery, fair-trade shops, vegan shops, and veg travel accommodations. We also provide information on nutrition and wellness, low fat recipes and vegan recipes, raw food living, vegetarian travel, veganism, famous vegetarians, and other vegetarian issues. Join our online community for lively discussions, interest groups, and live chat rooms! Visit HappyCow.net to find top-rated places to eat, read and write reviews, and add all your favorite places to dine & shop.  Facebook: http://www.facebook.com/HappyCow Twitter: http://twitter.com/HappyCow Instagram: https://www.instagram.com/happycow  aka: Happy Cow, happy cow, happycow, happy cows, HappyCow.net, happycow.com",happycow,2012-11-23T19:31:31Z,https://yt3.ggpht.com/xk-9BPbAu2My-otKVZ7LziXT5KWcqBueeimGZCapzpZIt68SInj-XU0hxa8ZTN9OWUtdZIj8qpY=s240-c-k-c0x00ffffff-no-rj,US,1360586,20700,FALSE,98
UCShATsH9LWNDmnywUpE6MoA,My Vegan Kitchen Life,"My name is Michelle and I'm passionate about food. I'm self taught and dedicated to sharing my delicious plant-based recipes and somewhat healthy lifestyle with others.   Born and raised in Jamaica, My recipes reflect the rich cultural heritage I know and love.   Through my YouTube channel, I share my favorite vegan recipes and cooking tips.   My recipes range from traditional Jamaican dishes to international favorites, all made with plant-based ingredients.   My goal is to show that vegan/plant-based food can be both delicious and accessible to everyone, no matter their background or culinary expertise. ",myvegankitchenlife,2020-07-28T18:07:02.029621Z,https://yt3.ggpht.com/bRT5h9rsveRS_c1IeuxbooyBMiIOl3FDTGy0nGJ8HRANeuNJvGIjY5_y_GQ_cHmBpKQOXmHcDpc=s240-c-k-c0x00ffffff-no-rj,US,3505997,99600,FALSE,265
UC-ztqxh7f0WA3BBWukSPxeg,Ghetto Vegans,"Hey guys join us on our #plantbasedlifestyle as we create delicious vegan meals and share some of our favorite restaurants with you.  This channel will consist of Mukbangs, Recipes, challenges, tips and tricks, advice and much much more. Hope you guys enjoy and we`re looking forward to chatting with you guys and building amazing friendships  You can also keep up with us on other social platforms    Instagram: https://www.instagram.com/ghettovegans/",ghettovegans,2018-09-10T20:11:38Z,https://yt3.ggpht.com/gMgWDQ6I-8eGMLqpd2UbTOkJnRe7lb4oFdwjofoteP-C-VHKID3GnEU4D5sAOt8df02gsRexgg=s240-c-k-c0x00ffffff-no-rj,,7606159,181000,FALSE,371
UC50AunC7wx5HDyuZxZ7Um3w,Full Vegan Homestead,"Hello!   Lisa and I have dreamt of building our off-grid homestead for nearly two decades. About ten years ago we started looking for property in New Mexico. More recently we started looking for un-permitted areas to move to. We searched many areas and researched their permit and inspection requirements. Many areas allow for owner builds however there are restrictions and some hoops to jump through.   Early in 2017 we found the city of Terlingua in far west Texas in the middle of the Chihuahuan Desert where you can not only buy land on the cheap but you are also allowed to build pretty much anything you like :) By May we bought our property and over the next year and a half we sold our house, closed up the datacenter and made preparations for our move. On December 19, 2019 we arrived at our property.  Thanks for stopping by :)   For questions and business inquires feel free to email us.   Or mail us at: Theodore & Lisa Pound P.O. Box 196 Terlingua, TX 79852",fullvegan,2009-10-10T21:47:05Z,https://yt3.ggpht.com/ytc/AIdro_kjhtdTlAjOmW5yvx1RmnvXFV2TXYmx6JSnNhLo8fYCkQ=s240-c-k-c0x00ffffff-no-rj,US,403817,2450,FALSE,259
UCarRBLWQwZLZ2i5rL7ijxYw,The Vegan Solution,"wholefood vegan recipes, plant-based information & cruelty-free lifestyle tips",thevegansolution,2014-12-15T01:34:03Z,https://yt3.ggpht.com/ytc/AIdro_mvIySA2wykCRhd3nQuZ-6pvOS_CEKDQkDVAT4xJrVZ1Ihg=s240-c-k-c0x00ffffff-no-rj,TH,4625210,46200,FALSE,760
UCmwbYYnMxnQ86sFuyVN4ihw,The Speedy Vegan,"Elspeth Feldman, also known as The Speedy Vegan, regularly demonstrates the ease of preparing fabulous plant-based meals that are “delicious, nutritious, fresh and fast.”  Elspeth was born and raised on a dairy farm in Zimbabwe.  She has traveled extensively, having lived in England, Greece and Australia, before settling down in the Mid Atlantic region with her husband, Paul, of 30+ years. In her cooking, she brings a distinctively global context to her cooking creations.  Elspeth loves hosting joyful, action-packed cooking classes online and demonstrating how to make meals that are good for you and...good for the planet.   She is also attracts a devoted following on her website, which you can discover at:  www.TheSpeedyVegan.com   ♡ Follow on Facebook: https://www.facebook.com/profile.php?id=100057258116193&ref=hl ♡  Follow on Instagram here: https://www.instagram.com/TheSpeedyVegan  Official Website: www.TheSpeedyVegan.com ",thespeedyvegan,2013-10-11T00:16:41Z,https://yt3.ggpht.com/q6vyjK4LjDdfm75YDfQoThPj-tEqPapszbkbjpE8idpC_31A5RVBnRtReFHl8_QqsJBDEJb8Fw=s240-c-k-c0x00ffffff-no-rj,,20747,1930,FALSE,33
UCa6Og8sxkmukgXJXtYHsj-Q,Vegan First,"Welcome to Vegan First, we make going vegan easy! 🌱 Leading media and events company changing the world one solution at a time 🌍 WhatsApp us: +91 93199 92376 ",veganfirst,2016-08-31T10:27:20Z,https://yt3.ggpht.com/BZ5oNjMwxK7cBnUHr3Y21J2rb0-s3ncs6dRFRFXC9clEeTDrBJSpNNa7K9l82ONTAprIuJBQQQ=s240-c-k-c0x00ffffff-no-rj,IN,910218,12100,FALSE,345
UChyRQ1MG_lcGByn0oeQmVfA,Steamy Vegan,"Hey, I’m Janelle and I think eating plant-based is sexy! You’re gluten-free, too? Oh, behave! I’m here to make recipeas that’ll make your heart skip a beet. If that makes you corny… then you’re in the right place!   For business and partnership inquiries please visit: https://steamyvegan.com/contact/ ",steamyvegan,2021-03-21T16:25:41.397662Z,https://yt3.ggpht.com/yL2BaEPdTEKh6y-6P_1On3VyCm6JAn2PNTGVb9KFSLhR-7vlyUKrakY8cCjGd8kMRTtGpowsTg=s240-c-k-c0x00ffffff-no-rj,CA,1887395,5640,FALSE,667
UCqGL4_2dzgFBni8_d6-Ep5Q,Diary of A Mad Black Vegan,Welcome to my crazy amazing vegan life!    Follow me on IG! @diaryofamadblackvegan  Inquiries: diaryofamadblackvegan@gmail.com,diaryofmadblackvegan,2018-11-12T18:30:57Z,https://yt3.ggpht.com/zkqbtmuetwZNtNec37W74osu_JnHMBuxlHuwcbK0W0POGYXCfJ1s7nfuiR_M34xebd39tJDNdp4=s240-c-k-c0x00ffffff-no-rj,US,50670,3880,FALSE,24
UCOvFmTLoaMbnELS85T1F41g,My Vegan Provence,"Welcome to my channel, where I invite you to explore the rich culinary traditions of Provence, one of the most captivating regions in France.   Living in Beijing, China, but originally from Provence, I create a unique fusion of Provencal and Chinese flavors. My recipes are inspired by my upbringing in the sunny south of France and blend with the rich culinary traditions of my current home. Alongside traditional Provencal dishes, you'll find exciting fusions that highlight the best of both worlds.  Join me on a culinary journey, where I guide you in preparing simple yet delicious plant-based dishes that showcase the essence of Provencal cuisine. All my recipes are free from animal products, allowing you to savor guilt-free, authentic tastes of the region.  I also share recipes inspired by my travels around the world, bringing a diverse array of flavors to your kitchen.  I hope you relish this gastronomic adventure with me!  Lionel   ",myveganprovence,2021-07-23T12:15:02.366204Z,https://yt3.ggpht.com/V8_lm2RNXftkWnQR2IzSx-cNExr5ieDy6w4UgZ591Oou2Eoa6w-3IYfibfXxyDcXmSiVVe1m=s240-c-k-c0x00ffffff-no-rj,FR,171595,5590,FALSE,117
UCFXk6lf5u-DCQ0lbPDAObhA,Sensei Vegan,Live in Balance & with Purpose!,senseivegan,2007-03-01T23:46:38Z,https://yt3.ggpht.com/1ggI6Cj_A_UHZZUj2wRNHCf29FqxoeCdhgo4CR75p2vG9d1B3MBDQDO64KVaIw9yw6Eld3RBVw=s240-c-k-c0x00ffffff-no-rj,US,471458,1740,FALSE,568
UCef4rA_l1xoqYjGAHq4yTAg,Monix Vegan Recipes,I make only vegan food and will share recipes with you. I will also share review kitchen items if purchased.,monixveganrecipes,2020-12-09T16:56:12.92194Z,https://yt3.ggpht.com/TMjjZNLBpCH2tq8cj-MBUno9UC6Ddlic0jM7MzEorzTDu5yl0s-tJkbLvfVmQXuqRZpow0j6=s240-c-k-c0x00ffffff-no-rj,PK,54647,1130,FALSE,39
UCbWTwaTn1QZB8lRFV1ee3zQ,Dora's Table - Vegan Mexican Recipes,"Dora’s Table is the place to find easy, mostly healthy, and delicious vegan Mexican recipes. Here we will share the benefits of living a vegan lifestyle with the hope to inspire others to do the same, all the while preserving the beauty and richness of the different regional cuisines of Mexico and what they represent.  About Dora:  Dora is the founder, recipe developer, and photographer at http://dorastable.com and https://mmmole.com (Spanish). Born and raised in Mexico and a graduate of the Culinary Institute of America in New York, she adopted a vegan diet to take control of her health. She is passionate about teaching others the benefit of a plant-based lifestyle while preserving the beauty and richness of the different regional cuisines of Mexico and what they represent.",dorastable,2017-09-01T20:38:53Z,https://yt3.ggpht.com/2LNSu9irhOqt4B9KzJ0cMEe4j1PbjSkgA-yTtCzZ0rRugl-rjpbDhL55FNQheD3v0F-trkN-7F8=s240-c-k-c0x00ffffff-no-rj,US,785547,9620,FALSE,173
UCVRHF3_RNtWYR_CpYdIqw8g,Vegan Globetrotter,#Plantbased Recipes from Around the World | Authentic Vegan Dishes | Healthy Home-cooked Meals,veganglobetrotter2056,2022-03-12T00:39:56.987125Z,https://yt3.ggpht.com/E6OL5QhvV-l-9-HwcYKpP37rx_z0LEdv-1sr3adu9gJA_nd-vs-p6jvYj6LeHdypft8KPl_YhQ=s240-c-k-c0x00ffffff-no-rj,,24621,1870,FALSE,176
UCTTlQEjQKByIegGc_CP2z1w,The Cranky Vegan,Rethinking the strategies & tactics of the grassroots animal rights movement.,thecrankyvegan,2012-05-23T20:31:18Z,https://yt3.ggpht.com/ytc/AIdro_lix4rgtWcngeBcxiYVE4D7kLmPe7FT6M7Rwxmgsea6IQ=s240-c-k-c0x00ffffff-no-rj,US,711557,9650,FALSE,277
UCnTwNfFxv6mjPyo6LdzcxQA,World Of A Random Vegan,"Hello, everyone! I've finally changed my channel name to reflect the content I upload. I share vegan product reviews, recipes, and sometimes my opinions. I try all the vegan products I can so I can share my thoughts with you and help you on your vegan journey.",worldofarandomvegan,2012-03-18T04:23:41Z,https://yt3.ggpht.com/358u_bqkdW6mNeyOIFh9e47KIN6pqMhFrlLzheuSD-tabWyrO3_RFzPShVQ-pwxTUg_j-D0yGw=s240-c-k-c0x00ffffff-no-rj,,6027614,21000,FALSE,1305
UCo52mi1npHvcf4SgJb-3nBA,Vegan Dynamite,,vegandynamite,2018-04-13T18:58:50Z,https://yt3.ggpht.com/0mgdgg-TiHo8Mguq-dPpgwJPWxtd0-CqH7-ZDCSVwZe1x7IPoUPegIh0P3-_c9HyCoXupZinFhc=s240-c-k-c0x00ffffff-no-rj,US,199723,1790,FALSE,380
UCPOgooHtYIfgotZsHA7_wZw,The Viet Vegan,"Lisa is the vegan, feminist, and nerdy Vietnamese Canadian just outside of Toronto who makes vegan food that tastes delicious and nostalgic. With goofy bloopers, tasty recipes, real life, and the occasional cameo from her partner, Eddie, The Viet Vegan hopes you come for the recipe videos and stay for the good times!  Find all the recipes from the videos AND EVEN MORE RECIPES (because the blog is about 5 years older than the YT channel) on thevietvegan.com.  Header Photography: Cody Turner - https://www.codymturner.com/",thevietvegan,2015-09-13T15:27:19Z,https://yt3.ggpht.com/ytc/AIdro_lW2NoCSYVN_drOWJ_9-4oZ0MIxjK6sVc0MgOPfDOKfnFA=s240-c-k-c0x00ffffff-no-rj,CA,7825380,106000,FALSE,428
UCAgz7hgRYL38oN2Q7Mmpe4Q,Vegan Disney Food,"Welcome! I'm so happy you found us! I'm Suzannah with Vegan Disney Food and we are here to help you find #vegan options at the Disney Parks and Resorts including Walt Disney World, Disneyland, and more. 🌱   This is the companion channel to our https://VeganDisneyFood.com site with complete guides to all the vegan options available and our instagram account @vegandisneyfood which shares mouth-watering food photos daily, including Universal Orlando and other local Orlando area establishments.   If there’s a place you’d like to see us review, or have any questions on vegan Disney topics, just let us know: info @ vegandisneyfood.com    Want to help support VDF and all the reviews we share? You can here: https://www.buymeacoffee.com/vegandisneyfood We are so grateful for your support, in any way!  #VeganDisney #VeganDisneyFood #PlantBasedDisney",vegandisneyfood,2019-08-31T14:43:42Z,https://yt3.ggpht.com/UIJWT3MLdRmxkwWP73FUBAiy4Emg5_R52o1vUUVTX-Hz8iLkpyI07eQM1wDE6iCQTl7JlvMO=s240-c-k-c0x00ffffff-no-rj,US,78063,1690,FALSE,95
UCcp6X0-glQDq233PptRD_pQ,Simple Vegan Recipes by Glue & Glitter,"Who says vegan food has to be boring? These recipes sparkle with amazing flavors and textures that even non vegans will love! And the best part is that they're easy to make. Glue & Glitter uses gadgets and shortcuts to create easy vegan comfort food recipes for busy people. Subscribe today to get new, deliciously simple vegan recipes every week!  Hi! My name is Becky Striepe (rhymes with “sleepy”), and I am a vegan food writer and recipe developer. I have been vegan since 2006 and developing simple vegan recipes since 2008.  Glue & Glitter is all about creating simple vegan recipes for busy people. I try to steer away from special ingredients and focus on doable, delicious dishes that anyone can make. Let's cook, y'all!",glueandglitter,2010-04-22T21:43:59Z,https://yt3.ggpht.com/Rnt-BiIUeNcDemYQWW8Go6SPNHF4N5AgF16e0Am9kRo_eGQF44TX6yLdQomnHdPBeVs7bpfptA=s240-c-k-c0x00ffffff-no-rj,US,2586663,10300,FALSE,549
UCURHLn3nl9AFVeD1G0lnlaw,Vegan ist Ungesund,"Gordon & Aljosha von Vegan ist ungesund wollten dieses Veganismus mal in ihrer Freizeit ausprobieren. Was neben grünen Haaren, Stockarmen und Brustwachstum (auf Grund von Soja) alles passiert ist, erfahrt ihr in ihren Videos.  Jeden Montag 17:00 kommt ein neues ultimatives Veganes Testvideo raus und jeden Donnerstag 17:00 ein Überraschungsvideo.   Also bleibt hier...und abonniert uns mal bildde :D!  Impressum: Prox & Muttardi GbR Körnerstr. 1 22301 Hamburg  ▸ Mail: hi@veganistungesund.de ▸ Facebook: http://facebook.com/veganistungesund ▸ Instagram: http://instagram.com/VeganIstUngesund",veganistungesund6592,2016-08-19T08:26:53Z,https://yt3.ggpht.com/ytc/AIdro_k5y7ZwyalDUWf12vaT2_UMWLykXueaUYOIbJCm7FN6WA=s240-c-k-c0x00ffffff-no-rj,DE,16648494,177000,FALSE,189
